Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,3.0,-3.0,6.0,-7.5,1.12,0.0,147.753,2371.866,17.99,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,478701.0159,3617370.063,1
,Mixed / non conventional,3.0,-3.0,7.5,-9.0,1.21,0.0,95.782,2371.866,29.87,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,-7.5,7.5,1.19,0.0,-113.636,2371.866,-24.74,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,-9.0,9.0,1.26,0.0,-78.981,2371.866,-37.7,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,-6.0,6.0,1.07,0.0,-179.844,2371.866,-14.14,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,-4.5,4.5,0.79,0.0,-316.165,2371.866,-5.89,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,1.5,-4.5,0.68,0.0,252.676,2371.866,6.43,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,-1.5,1.5,0.72,0.0,-240.919,2371.866,-7.07,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,0.0,-1.5,0.87,0.0,146.771,2371.866,14.14,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
,Mixed / non conventional,3.0,-3.0,4.5,-6.0,0.87,0.0,246.847,2371.866,8.32,0,,1/28/2024 5:25:13 PM,0,1900-01-01 17:25:13,,,0
