Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,50.0,44.0,53.0,39.5,1.11,0.0,143.832,2336.896,17.99,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,478691.6835,3617297.447,1
,Mixed / non conventional,50.0,44.0,38.0,56.0,1.25,0.0,-77.273,2336.896,-37.7,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,54.5,38.0,1.2,0.0,94.127,2336.896,29.87,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,39.5,54.5,1.17,0.0,-110.851,2336.896,-24.74,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,41.0,53.0,1.05,0.0,-174.291,2336.896,-14.14,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,47.0,45.5,0.82,0.0,136.089,2336.896,14.14,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,42.5,51.5,0.79,0.0,-312.029,2336.896,-5.89,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,48.5,42.5,0.71,0.0,258.41,2336.896,6.43,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,45.5,48.5,0.72,0.0,-239.164,2336.896,-7.07,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
,Mixed / non conventional,50.0,44.0,51.5,41.0,0.87,0.0,243.79,2336.896,8.32,0,,1/28/2024 5:27:04 PM,0,1900-01-01 17:27:04,,,0
