Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,-4.0,-10.0,-16.0,2.0,1.2,0.0,-75.557,2370.42,-37.7,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,478701.3848,3617380.406,1
,Mixed / non conventional,-4.0,-10.0,0.5,-16.0,1.15,0.0,91.633,2370.42,29.87,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-14.5,0.5,1.13,0.0,-107.942,2370.42,-24.74,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-1.0,-14.5,1.06,0.0,139.382,2370.42,17.99,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-13.0,-1.0,1.02,0.0,-170.547,2370.42,-14.14,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-2.5,-13.0,0.82,0.0,234.012,2370.42,8.32,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-5.5,-11.5,0.64,0.0,237.717,2370.42,6.43,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-8.5,-5.5,0.65,0.0,-217.526,2370.42,-7.07,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-7.0,-8.5,0.79,0.0,133.271,2370.42,14.14,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
,Mixed / non conventional,-4.0,-10.0,-11.5,-2.5,0.75,0.0,-302.489,2370.42,-5.89,0,,1/28/2024 5:24:56 PM,0,1900-01-01 17:24:56,,,0
