Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,21.0,15.0,10.5,25.5,1.01,0.0,-96.669,2375.636,-24.74,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,478698.6371,3617340.404,1
,Mixed / non conventional,21.0,15.0,24.0,10.5,0.95,0.0,125.081,2375.636,17.99,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,9.0,27.0,1.1,0.0,-69.133,2375.636,-37.7,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,25.5,9.0,1.03,0.0,82.082,2375.636,29.87,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,12.0,24.0,0.91,0.0,-152.467,2375.636,-14.14,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,22.5,12.0,0.74,0.0,211.179,2375.636,8.32,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,13.5,22.5,0.68,0.0,-272.49,2375.636,-5.89,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,19.5,13.5,0.6,0.0,221.346,2375.636,6.43,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,16.5,19.5,0.63,0.0,-212.927,2375.636,-7.07,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
,Mixed / non conventional,21.0,15.0,18.0,16.5,0.77,0.0,129.285,2375.636,14.14,0,,1/28/2024 5:25:56 PM,0,1900-01-01 17:25:56,,,0
