Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,-5.0,-11.0,-17.0,1.0,1.25,0.0,-78.342,2356.308,-37.7,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,478701.0692,3617381.836,1
,Mixed / non conventional,-5.0,-11.0,-0.5,-17.0,1.21,0.0,95.3,2356.308,29.87,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-2.0,-15.5,1.12,0.0,147.253,2356.308,17.99,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-14.0,-2.0,1.08,0.0,-179.853,2356.308,-14.14,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-15.5,-0.5,1.19,0.0,-113.212,2356.308,-24.74,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-12.5,-3.5,0.8,0.0,-319.041,2356.308,-5.89,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-6.5,-12.5,0.7,0.0,256.235,2356.308,6.43,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-9.5,-6.5,0.74,0.0,-247.889,2356.308,-7.07,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-8.0,-9.5,0.91,0.0,151.644,2356.308,14.14,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
,Mixed / non conventional,-5.0,-11.0,-3.5,-14.0,0.88,0.0,248.059,2356.308,8.32,0,,1/28/2024 5:24:54 PM,0,1900-01-01 17:24:54,,,0
