Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,17.0,11.0,20.0,6.5,1.01,0.0,131.731,2356.282,17.99,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,478698.2288,3617346.746,1
,Mixed / non conventional,17.0,11.0,5.0,23.0,1.13,0.0,-70.745,2356.282,-37.7,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,21.5,5.0,1.08,0.0,84.953,2356.282,29.87,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,6.5,21.5,1.05,0.0,-100.16,2356.282,-24.74,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,8.0,20.0,0.96,0.0,-160.562,2356.282,-14.14,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,14.0,12.5,0.88,0.0,146.151,2356.282,14.14,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,9.5,18.5,0.73,0.0,-290.588,2356.282,-5.89,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,15.5,9.5,0.65,0.0,236.586,2356.282,6.43,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,12.5,15.5,0.71,0.0,-237.537,2356.282,-7.07,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
,Mixed / non conventional,17.0,11.0,18.5,8.0,0.8,0.0,225.598,2356.282,8.32,0,,1/28/2024 5:25:47 PM,0,1900-01-01 17:25:47,,,0
