Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,-2.0,-8.0,-14.0,4.0,1.27,0.0,-80.221,2380.126,-37.7,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,478700.9001,3617377.285,1
,Mixed / non conventional,-2.0,-8.0,2.5,-14.0,1.21,0.0,96.473,2380.126,29.87,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-12.5,2.5,1.19,0.0,-114.657,2380.126,-24.74,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,1.0,-12.5,1.11,0.0,146.942,2380.126,17.99,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-11.0,1.0,1.07,0.0,-179.477,2380.126,-14.14,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-9.5,-0.5,0.78,0.0,-314.801,2380.126,-5.89,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-3.5,-9.5,0.67,0.0,249.967,2380.126,6.43,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-6.5,-3.5,0.66,0.0,-222.959,2380.126,-7.07,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-5.0,-6.5,0.78,0.0,131.564,2380.126,14.14,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
,Mixed / non conventional,-2.0,-8.0,-0.5,-11.0,0.86,0.0,244.935,2380.126,8.32,0,,1/28/2024 5:25:01 PM,0,1900-01-01 17:25:01,,,0
