Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,51.0,45.0,54.0,40.5,1.09,0.0,145.163,2396.878,17.99,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,478691.5963,3617296.134,1
,Mixed / non conventional,51.0,45.0,39.0,57.0,1.22,0.0,-77.564,2396.878,-37.7,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,55.5,39.0,1.18,0.0,95.043,2396.878,29.87,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,40.5,55.5,1.15,0.0,-111.242,2396.878,-24.74,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,42.0,54.0,1.03,0.0,-174.63,2396.878,-14.14,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,43.5,52.5,0.77,0.0,-311.314,2396.878,-5.89,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,49.5,43.5,0.69,0.0,256.698,2396.878,6.43,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,46.5,49.5,0.7,0.0,-238.21,2396.878,-7.07,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,48.0,46.5,0.79,0.0,134.144,2396.878,14.14,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
,Mixed / non conventional,51.0,45.0,52.5,42.0,0.85,0.0,244.749,2396.878,8.32,0,,1/28/2024 5:27:06 PM,0,1900-01-01 17:27:06,,,0
